Latitude,Longitude,Total dead+missing,Main ID,Region,Incident date,Year,Month,Dead,Missing,Total,Females,Males,Children,Country of Origin,Region of Origin,Cause of Death,Country of Incident,Migration route,Location description,Information Source,URL,Source Quality
37.10126871,3.409288396,12,2025.MMP2336,Mediterranean,13/09/2025,2025,September,,12,12,,,,Unknown,Northern Africa (P),Drowning,Algeria,Western Mediterranean,"Unspecified location in the Algerian waters en route to Balearic Islands - departure from Boumerdes, Algeria on 9 Sep","Alarm Phone, Nuovi Desaparecidos","https://perma.cc/XV72-3WKF, https://perma.cc/3839-BPN3",4
35.61580399,-5.260970879,1,2025.MMP1086,Mediterranean,13/10/2025,2025,October,1,0,1,,1,,Algeria,Northern Africa,Violence,Morocco,Western Mediterranean,"Body washed off the coasts Martil Beach, Tanger-Tetouan-Al Hoceima, Morocco",Alomk News,https://perma.cc/VLP2-RGLA,1
35.7218583,51.3346954,1,2025.MMP2013,Southern Asia,13/10/2025,2025,October,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
27.3688908,62.3385305,1,2025.MMP2014,Southern Asia,13/10/2025,2025,October,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Saravan district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
32.6538966,51.6659656,1,2025.MMP2015,Southern Asia,13/10/2025,2025,October,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Isfahan district, Esfahan province, Iran",IOM Afghanistan,,4
29.5926119,52.5835646,1,2025.MMP2016,Southern Asia,13/10/2025,2025,October,1,0,1,0,0,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Shiraz district, Fars province, Iran",IOM Afghanistan,,4
27.3991899,57.4967829,1,2025.MMP2017,Southern Asia,13/10/2025,2025,October,1,0,1,0,1,0,Afghanistan,Southern Asia,Accidental death,Iran (Islamic Republic of),Afghanistan to Iran,"Manujan district, Kerman province, Iran",IOM Afghanistan,,4
39.45178042,3.276846815,1,2025.MMP2348,Mediterranean,13/10/2025,2025,October,1,0,1,,,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Remains recovered off Cala Murada beach, Manacor, Palma de Mallorca, Balearic Islands, Spain","Francisco Jose Clemente Martin, CIPIMD & media via Nuovi Desaparecidos","https://perma.cc/9ULX-CZZA?type=standard, https://perma.cc/3839-BPN3",4
39.92900176,3.902723385,1,2025.MMP2349,Mediterranean,13/10/2025,2025,October,1,0,1,,,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Remains recovered at  Cala des Talaier beach, Ciutadella, Menorca, Balearic Islands, Spain","Francisco Jose Clemente Martin, CIPIMD & media via Nuovi Desaparecidos",https://perma.cc/JGB2-VJSK,4
30.42957661,-9.684711713,51,2025.MMP2377,Northern Africa,13/10/2025,2025,October,,51,51,3,,,Morocco,Northern Africa,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,"Around 80km off Agadir, Morocco - en route to Lanzarote, Canary Islands","Alarm Phone, Caminando Fronteras via Nuovi Desaparecidos","https://perma.cc/E8LJ-MT9C, https://perma.cc/3839-BPN3",4
30.42957661,-9.684711713,5,2025.MMP2377,Northern Africa,13/10/2025,2025,October,,5,5,,,,Unknown,Sub-Saharan Africa (P),Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,"Around 80km off Agadir, Morocco - en route to Lanzarote, Canary Islands","Alarm Phone, Caminando Fronteras via Nuovi Desaparecidos","https://perma.cc/E8LJ-MT9C, https://perma.cc/3839-BPN3",4
33.47393845,13.85751763,40,2025.MMP1620,Mediterranean,13/11/2025,2025,November,,40,40,,,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Unspecified location off the coast of Al Khums, Libya. Disembarkation at Tajoura",IOM Libya,,4
33.47393845,13.85751763,4,2025.MMP1620,Mediterranean,13/11/2025,2025,November,4,0,4,,4,,Bangladesh,Southern Asia,Drowning,Libya,Central Mediterranean,"Unspecified location off the coast of Al Khums, Libya. Disembarkation at Tajoura",IOM Libya,,4
37.03244741,-0.277962158,1,2025.MMP1621,Mediterranean,13/11/2025,2025,November,1,0,1,,1,,Algeria,Northern Africa,Drowning,Spain,Western Mediterranean,"55 miles southeast of the coast Cartagena, Spain","La7, La Verdad","https://perma.cc/9WW6-2HU5, https://perma.cc/J9TT-XCPN",3
38.32612766,2.95899469,18,2025.MMP1630,Mediterranean,13/11/2025,2025,November,,18,18,,,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"40 miles south of Cabrera, Balearic Islands, Spain. Departed from Cap Djinet, Algeria","El Pais, Diario de Ibiza, Maghreb Emeperor","https://perma.cc/79SV-SSQ5, https://perma.cc/3KHS-RJMN, https://perma.cc/R77V-4AX8",3
20.8844498,-16.95003581,7,2025.MMP1662,Western Africa,13/11/2025,2025,November,7,0,7,,,,Guinea,Western Africa,Violence,Mauritania,Western Africa / Atlantic route to the Canary Islands,"Off the coast of Nouadhibou, Mauritania - departure from the Gambia on 1 Nov","IOM Mauritania, France24, Le denonciateur","https://perma.cc/95HB-YWR6, https://perma.cc/5L58-27RP",4
20.8844498,-16.95003581,1,2025.MMP1662,Western Africa,13/11/2025,2025,November,1,0,1,,,,Senegal,Western Africa,Violence,Mauritania,Western Africa / Atlantic route to the Canary Islands,"Off the coast of Nouadhibou, Mauritania - departure from the Gambia on 1 Nov","IOM Mauritania, France24, Le denonciateur","https://perma.cc/95HB-YWR6, https://perma.cc/5L58-27RP",4
20.8844498,-16.95003581,25,2025.MMP1662,Western Africa,13/11/2025,2025,November,,25,25,,,,Unknown,Western Africa (P),Violence,Mauritania,Western Africa / Atlantic route to the Canary Islands,"Off the coast of Nouadhibou, Mauritania - departure from the Gambia on 1 Nov","IOM Mauritania, France24, Le denonciateur","https://perma.cc/95HB-YWR6, https://perma.cc/5L58-27RP",4
12.93926697,43.40979342,2,2025.MMP1704,Western Asia,13/11/2025,2025,November,2,0,2,,2,,Unknown,Eastern Africa (P),Drowning,Yemen,Eastern Route to/from EHOA,"Bodies washed along the coast of Dhubab district / Taiz governorate, Yemen",IOM Yemen,,4
31.8974232,54.3568562,1,2025.MMP2156,Southern Asia,13/11/2025,2025,November,1,0,1,0,1,1,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Yazd district, Yazd province, Iran",IOM Afghanistan,,4
29.4457241,55.6809021,1,2025.MMP2157,Southern Asia,13/11/2025,2025,November,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Sirjan district, Kerman province, Iran",IOM Afghanistan,,4
29.5926119,52.5835646,1,2025.MMP2158,Southern Asia,13/11/2025,2025,November,1,0,1,0,1,1,Afghanistan,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran (Islamic Republic of),Afghanistan to Iran,"Shiraz district, Fars province, Iran",IOM Afghanistan,,4
32.0121291,51.8595312,1,2025.MMP2159,Southern Asia,13/11/2025,2025,November,1,0,1,0,1,0,Afghanistan,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran (Islamic Republic of),Afghanistan to Iran,"Shahreza district, Esfahan province, Iran",IOM Afghanistan,,4
12.94105502,43.40844158,1,2025.MMP2308,Western Asia,13/11/2025,2025,November,1,0,1,,,,Unknown,Eastern Africa (P),Drowning,Yemen,Eastern Route to/from EHOA,"Bodies washed ashore at Al-Suwaida area, Dhubab district, Taiz governorate, Yemen- EHOA-Yemen crossing",IOM Yemen,,4
30.2839379,57.0833628,1,2025.MMP2263,Southern Asia,13/12/2025,2025,December,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Kerman district, Kerman province, Iran",IOM Afghanistan,,4
37.5498061,45.0786282,1,2025.MMP2264,Southern Asia,13/12/2025,2025,December,1,0,1,0,1,1,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Iran to TÃ¼rkiye,"Urmia district, West_Azerbaijan province, Iran",IOM Afghanistan,,4
37.5498061,45.0786282,1,2025.MMP2265,Southern Asia,13/12/2025,2025,December,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Iran to TÃ¼rkiye,"Urmia district, West_Azerbaijan province, Iran",IOM Afghanistan,,4
37.5498061,45.0786282,1,2025.MMP2266,Southern Asia,13/12/2025,2025,December,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Iran to TÃ¼rkiye,"Urmia district, West_Azerbaijan province, Iran",IOM Afghanistan,,4
37.5498061,45.0786282,1,2025.MMP2267,Southern Asia,13/12/2025,2025,December,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Iran to TÃ¼rkiye,"Urmia district, West_Azerbaijan province, Iran",IOM Afghanistan,,4
39.0656085,44.3814745,1,2025.MMP2268,Southern Asia,13/12/2025,2025,December,1,0,1,0,1,0,Afghanistan,Southern Asia,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran (Islamic Republic of),Iran to TÃ¼rkiye,"Chaldoran district, West_Azerbaijan province, Iran",IOM Afghanistan,,4
27.3688908,62.3385305,1,2025.MMP2269,Southern Asia,13/12/2025,2025,December,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Saravan district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
24.3885624,21.95339634,1,2025.MMP2317,Northern Africa,13/12/2025,2025,December,1,0,1,,,,Unknown,Sub-Saharan Africa,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,"Rebyana, Al-Kufra, Libya",IOM Libya Displacement Tracking Matrix,,4
32.38472,-111.50666,1,2025.MMP0175,North America,14/01/2025,2025,January,1,0,1,,1,,Unknown,Latin America / Caribbean (P),Mixed or unknown,United States of America,US-Mexico border crossing,"Desert area near Marana, Pima county, Arizona, United States of America",Pima County Office of the Medical Examiner,,5
31.724381,-111.961717,1,2025.MMP0176,North America,14/01/2025,2025,January,1,0,1,,1,,Unknown,Latin America / Caribbean (P),Mixed or unknown,United States of America,US-Mexico border crossing,"Desert area near Sells, Pima county, Arizona, United States of America",Pima County Office of the Medical Examiner,,5
38.545452,44.9590281,1,2025.MMP0341,Southern Asia,14/01/2025,2025,January,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Khoy district, West Azarbaijan province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP0342,Southern Asia,14/01/2025,2025,January,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP0343,Southern Asia,14/01/2025,2025,January,1,0,1,,1,,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
31.890628,54.5218074,1,2025.MMP0344,Southern Asia,14/01/2025,2025,January,1,0,1,1,,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Yazd County district, Yazd province, Iran",IOM Afghanistan,,4
27.649874,56.382423,1,2025.MMP0345,Southern Asia,14/01/2025,2025,January,1,0,1,1,,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Bandar-Abbas County district, Hormozgan province, Iran",IOM Afghanistan,,4
29.6266426,52.4465474,1,2025.MMP0346,Southern Asia,14/01/2025,2025,January,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Shiraz County district, Fars province, Iran",IOM Afghanistan,,4
14.73806148,102.378081,2,2025.MMP0087,South-eastern Asia,14/02/2025,2025,February,2,0,2,1,1,,Cambodia,South-eastern Asia,Vehicle accident / death linked to hazardous transport,Thailand,,"Highway 24, Kilometer Pole #76+765, at Nong Ta Kai junction, Ban Mai, Nong Bunnak district, Nakhon Ratchasima province, Thailand","Khaosod, Channel 3, Workpoint, Siamrath","https://perma.cc/C8MJ-C948, https://perma.cc/FY8A-E5TA, https://perma.cc/R9EK-ZRTM, https://perma.cc/P7DS-TUYE",3
36.3993691,52.1912307,1,2025.MMP0455,Southern Asia,14/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran (Islamic Republic of),Afghanistan to Iran,"khoy district, Mazandaran province, Iran",IOM Afghanistan,,4
35.7659203,51.0540979,1,2025.MMP0456,Southern Asia,14/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Karaj district, Tehran province, Iran",IOM Afghanistan,,4
35.6529119,51.0599647,1,2025.MMP0457,Southern Asia,14/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Shahryar district, Tehran province, Iran",IOM Afghanistan,,4
31.890628,54.5218074,1,2025.MMP0458,Southern Asia,14/02/2025,2025,February,1,0,1,1,,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Yazd County district, Yazd province, Iran",IOM Afghanistan,,4
31.890628,54.5218074,1,2025.MMP0459,Southern Asia,14/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Yazd County district, Yazd province, Iran",IOM Afghanistan,,4
30.5927622,50.265662,1,2025.MMP0460,Southern Asia,14/02/2025,2025,February,1,0,1,,1,,Afghanistan,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran (Islamic Republic of),Afghanistan to Iran,"Behbahan County district, Khuzestan province, Iran",IOM Afghanistan,,4
32.599101,-116.805522,1,2025.MMP0151,North America,14/03/2025,2025,March,1,0,1,1,,,Unknown,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",United States of America,US-Mexico border crossing,"Unspecified location near the Cuchama Truck Trail, Otay Wilderness, San Diego County, California","U. S. Customs and Border Protection (USBP) press release, The Latin Times, NBC San Diego, The Guardian","https://perma.cc/R65K-5DL2, https://perma.cc/8YL2-E9MF, https://perma.cc/X9TF-MPHY, https://perma.cc/7KVS-G6TK",5
32.583592,-116.833094,2,2025.MMP0152,North America,14/03/2025,2025,March,2,0,2,,2,,Unknown,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",United States of America,US-Mexico border crossing,"Unspecified location in the Otay Wilderness, San Diego County, California","U. S. Customs and Border Protection (USBP) press release, The Latin Times, NBC San Diego, The Guardian","https://perma.cc/R65K-5DL2, https://perma.cc/8YL2-E9MF, https://perma.cc/X9TF-MPHY, https://perma.cc/7KVS-G6TK",5
30.68513689,61.63513762,1,2025.MMP0221,Southern Asia,14/03/2025,2025,March,1,0,1,,1,,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Unspecified border area in Iran, bordering Nimroz, Afghanistan",Haalvsh (via X.com),https://perma.cc/J6KX-7T9G,4
35.7218583,51.3346954,1,2025.MMP0555,Southern Asia,14/03/2025,2025,March,1,0,1,,1,1,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
29.0892224,50.9706116,1,2025.MMP0556,Southern Asia,14/03/2025,2025,March,1,0,1,,1,,Afghanistan,Southern Asia,Accidental death,Iran (Islamic Republic of),Afghanistan to Iran,"Bushehr County district, Bushehr province, Iran",IOM Afghanistan,,4
31.890628,54.5218074,1,2025.MMP0557,Southern Asia,14/03/2025,2025,March,1,0,1,,1,,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Yazd County district, Yazd province, Iran",IOM Afghanistan,,4
25.5259124,61.2335592,1,2025.MMP0558,Southern Asia,14/03/2025,2025,March,1,0,1,,1,,Afghanistan,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran (Islamic Republic of),Afghanistan to Iran,"Chabahar County district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
20.2,12.9833,1,2025.MMP0605,Western Africa,14/03/2025,2025,March,1,0,1,,1,,Unknown,Western Africa (P),Sickness / lack of access to adequate healthcare,Niger,Sahara Desert crossing,"Seguidine, Agadez, Niger",IOM Niger Displacement Tracking Matrix,,2
37.27132058,27.08753954,2,2025.MMP2385,Mediterranean,14/03/2025,2025,March,2,0,2,2,,,Sierra Leone,Western Africa,Mixed or unknown,Greece,Eastern Mediterranean,"Off the coast of southern Farmakonisi, Greece",Hellenic Coast Guard,https://perma.cc/J3RE-L2XU,5
37.27833941,27.10138751,2,2025.MMP0216,Mediterranean,14/04/2025,2025,April,2,0,2,2,,,Unknown,Unknown,Drowning,Greece,Eastern Mediterranean,"Found on southeastern coast of Farmakonisi, Greece after shipwreck",Hellenic Coast Guard,https://archive.ph/g8erG,5
28.85196749,17.4792061,3,2025.MMP0217,Northern Africa,14/04/2025,2025,April,3,0,3,,,,Unknown,Unknown,Mixed or unknown,Libya,Sahara Desert crossing,"Unspecified location in Al-Jafrah deseret near Zella, Jufrah District, Libya","General Authority for Research and Identification of Missing Persons, Al Arabiyya","https://archive.ph/mol5o, https://archive.ph/WVgWL",5
18.47713548,-69.95911588,1,2025.MMP0223,Caribbean,14/04/2025,2025,April,1,0,1,,1,,Haiti,Caribbean,Accidental death,Dominican Republic,,"Building in Alta Gracia, Santo Domingo, Dominican Republic",Infobae,https://perma.cc/5CSV-477Z,1
12.05654,43.364856,1,2025.MMP0273,Eastern Africa,14/04/2025,2025,April,1,0,1,,1,,Ethiopia,Eastern Africa,Violence,Djibouti,Eastern Route to/from EHOA,"Obock, Djibouti",IOM Djibouti,,4
32.8794601,21.56756131,1,2025.MMP0674,Mediterranean,14/04/2025,2025,April,1,0,1,,,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Remains washed ashore at Shaq Abdul Razak area,  between Al Haniyah and Al Hamama near Al Bayda, Libya","LRC via IOM Libya, Green Mountain Security Directorate, Al-Wasat, Al-Nabd","https://archive.ph/4yJ6V, https://perma.cc/T5LH-WGTA, https://perma.cc/S6ZD-LFVC",5
35.7218583,51.3346954,1,2025.MMP1194,Southern Asia,14/04/2025,2025,April,1,0,1,1,0,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1195,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1196,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"tehran district, tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1197,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1198,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, tehran province, Iran",IOM Afghanistan,,4
27.7344555,62.2626627,1,2025.MMP1199,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Saravan County district, Sistan_and_Baluchestan province, Iran",IOM Afghanistan,,4
34.2647969,47.058302,1,2025.MMP1200,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Kermanshah County district, Kermanshah province, Iran",IOM Afghanistan,,4
32.2515792,52.5318604,1,2025.MMP1201,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Isfahan County district, Esfahan province, Iran",IOM Afghanistan,,4
37.6067393,44.8425388,1,2025.MMP1202,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran (Islamic Republic of),Iran to TÃ¼rkiye,"Urmia County district, West_Azerbaijan province, Iran",IOM Afghanistan,,4
37.6067393,44.8425388,1,2025.MMP1203,Southern Asia,14/04/2025,2025,April,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Iran to TÃ¼rkiye,"Urmia County district, West_Azerbaijan province, Iran",IOM Afghanistan,,4
56.01811007,27.82833992,1,2025.MMP0702,Europe,14/05/2025,2025,May,1,0,1,1,,,Unknown,Unknown,Mixed or unknown,Belarus,Belarus-EU border,"Unspecified location in Verkhniadzvinsk District 150 meters from the Latvian border, Belarus",Belarus State Border Committee,"https://perma.cc/7ARS-Y3JB, https://perma.cc/5C8N-P9G7",5
35.7218583,51.3346954,1,2025.MMP1327,Southern Asia,14/05/2025,2025,May,1,0,1,0,1,0,Afghanistan,Southern Asia,Accidental death,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1328,Southern Asia,14/05/2025,2025,May,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1329,Southern Asia,14/05/2025,2025,May,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
32.2515792,52.5318604,1,2025.MMP1330,Southern Asia,14/05/2025,2025,May,1,0,1,0,1,0,Afghanistan,Southern Asia,Mixed or unknown,Iran (Islamic Republic of),Afghanistan to Iran,"Isfahan County district, Esfahan province, Iran",IOM Afghanistan,,4
32.2515792,52.5318604,1,2025.MMP1331,Southern Asia,14/05/2025,2025,May,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Isfahan County district, Esfahan province, Iran",IOM Afghanistan,,4
32.81525168,12.41511468,1,2025.MMP0737,Mediterranean,14/06/2025,2025,June,1,0,1,,,,Unknown,Unknown,Drowning,Libya,Central Mediterranean,"Remains recovered at Talil Aljarf, Sabratha, Libya",Libyan Red Crescent via IOM Libya,https://archive.ph/4Q87Z,4
17.06283403,52.81996377,3,2025.MMP1115,Western Asia,14/06/2025,2025,June,1,2,3,,,,Ethiopia,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Yemen,,"Shahin, Al-Mahrah Governorate, Yemen, near the border with Oman",Humanitarian Partners,,3
32.79532638,13.72492788,1,2025.MMP2396,Mediterranean,14/06/2025,2025,June,1,0,1,,,,Unknown,Unknown,Mixed or unknown,Libya,Central Mediterranean,"Remains recovered in Garabulli, Libya",Migrant Rescue Watch,https://perma.cc/2WC9-XHHF,4
30.96555691,61.81982371,1,2025.MMP0837,Southern Asia,14/07/2025,2025,July,1,0,1,,1,,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"An unknown location around Afghanistan-Iran border near Hirmand County, Sistan and Baluchestan province, Iran",Haalvsh,https://perma.cc/8WQZ-37WG,1
11.979228,43.271861,1,2025.MMP0892,Eastern Africa,14/07/2025,2025,July,1,0,1,0,1,0,Ethiopia,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Djibouti,Eastern Route to/from EHOA,"Obock, Obock, Djibouti",IOM Djibouti,,4
12.493765,43.204101,1,2025.MMP0893,Eastern Africa,14/07/2025,2025,July,1,0,1,0,0,1,Ethiopia,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Djibouti,Eastern Route to/from EHOA,"Hamar, MoulhoulÃ©, Obock, Djibouti",Djibouti Military via IOM Djibouti,,5
31.68949,-111.84598,1,2025.MMP1548,North America,14/07/2025,2025,July,1,0,1,,1,,Unknown,Latin America / Caribbean (P),Mixed or unknown,United States of America,US-Mexico border crossing,Unspecified location in the desert around  Topawa Pima County Arizona USA,Pima County Office of the Medical Examiner,,5
35.7218583,51.3346954,1,2025.MMP1760,Southern Asia,14/07/2025,2025,July,1,0,1,0,1,0,Afghanistan,Southern Asia,Violence,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1761,Southern Asia,14/07/2025,2025,July,1,0,1,1,0,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1762,Southern Asia,14/07/2025,2025,July,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1763,Southern Asia,14/07/2025,2025,July,1,0,1,0,1,1,Afghanistan,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
35.7218583,51.3346954,1,2025.MMP1764,Southern Asia,14/07/2025,2025,July,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Tehran district, Tehran province, Iran",IOM Afghanistan,,4
29.4457241,55.6809021,1,2025.MMP1765,Southern Asia,14/07/2025,2025,July,1,0,1,0,1,0,Afghanistan,Southern Asia,Sickness / lack of access to adequate healthcare,Iran (Islamic Republic of),Afghanistan to Iran,"Sirjan district, Kerman province, Iran",IOM Afghanistan,,4
39.68620716,25.88257381,4,2025.MMP2397,Mediterranean,14/07/2025,2025,July,,4,4,,4,,Unknown,Unknown,Drowning,TÃ¼rkiye,Eastern Mediterranean,"In Turkish territorial waters after departure from Canakkale, TÃ¼rkiye. Survivors rescued at sea northwest of Lesvos, Greece",Hellenic Coast Guard,https://perma.cc/F86A-BS9J,5
35.88309233,-5.312298303,1,2025.MMP0933,Mediterranean,14/08/2025,2025,August,1,0,1,,,1,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains recovered in the coasts of Fuente Caballo, Ceuta, Spain","El Faro de Ceuta, El Confidencial, Hespress","https://perma.cc/52FN-CJVX, https://perma.cc/J2F3-BFAC, https://perma.cc/6TLM-Y885, https://perma.cc/2MX6-LTYT",3
